h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
8.314287e-03	1.147398e-02	2.262398e-01	4.136755e-01	9.041311e-04	17	
4.806285e-02	4.797240e-02	1.717550e-01	1.803540e-01	9.048479e-04	18	
8.680588e-02	1.027642e-01	6.253961e-02	9.634020e-02	8.636351e-04	17	
3.002732e-02	2.792904e-02	1.049696e-01	1.387082e-01	8.911204e-04	16	
4.922334e-02	4.625012e-02	9.566709e-02	1.302263e-01	8.472416e-04	14	
2.826716e-02	2.205514e-02	3.244327e-01	1.434258e-01	8.725969e-04	11	
2.826716e-02	2.205514e-02	3.244327e-01	1.434258e-01	8.725969e-04	11	
4.716659e-02	3.728022e-02	3.148415e-01	1.021093e-01	9.076712e-04	10	
1.230259e-02	1.009742e-02	3.062858e-01	1.611065e-01	8.709451e-04	10	
5.695581e-02	5.056507e-02	1.930844e-01	2.040181e-01	8.816305e-04	11	
2.356696e-02	2.577454e-02	5.863515e-01	6.505982e-01	8.494044e-04	9	
9.476020e-03	7.026114e-03	7.345613e-01	6.860224e-01	7.966125e-04	9	
4.075593e-02	3.429908e-02	2.659830e-01	2.116123e-01	6.969964e-04	17	
6.797365e-02	7.891924e-02	2.138644e-01	3.465517e-01	6.603705e-04	13	
9.487175e-02	9.470561e-02	1.152921e-01	1.076608e-01	6.157076e-04	11	
4.234220e-03	4.477596e-03	2.473405e-01	2.512890e-01	5.904779e-04	12	
2.880652e-02	2.329775e-02	5.175972e-01	4.375372e-01	6.124442e-04	13	
4.502642e-02	4.134027e-02	5.493100e-01	5.946334e-01	5.756815e-04	15	
4.466355e-02	5.338090e-02	4.379644e-01	4.884126e-01	5.739532e-04	14	
5.784876e-02	6.490259e-02	4.802547e-01	5.537017e-01	5.984392e-04	15	
6.826170e-02	6.422254e-02	6.934998e-01	6.976132e-01	5.947821e-04	14	
1.021015e-01	9.678523e-02	6.586526e-01	6.547579e-01	5.913288e-04	11	
4.400562e-02	2.573889e-02	8.826730e-01	7.934601e-01	6.157113e-04	12	
1.445203e-01	6.680790e-02	9.358217e-01	8.624873e-01	6.838479e-04	11	
4.653292e-02	3.161458e-02	9.553618e-01	9.406540e-01	5.800208e-04	8	
2.947144e-02	2.587661e-02	7.683280e-01	7.298106e-01	5.575261e-04	6	
3.188285e-02	2.719929e-02	3.469571e-01	6.278904e-02	5.412466e-04	5	
4.880851e-02	4.163282e-02	1.326575e-01	1.568060e-01	5.432053e-04	6	
6.928060e-02	6.315436e-02	5.056257e-01	2.548919e-01	5.946072e-04	6	
8.104070e-02	4.079791e-02	6.799928e-01	4.397478e-01	6.112655e-04	5	
8.218651e-02	7.538387e-02	9.320019e-02	7.639851e-02	5.856169e-04	7	
7.474445e-02	7.168803e-02	1.018637e-01	4.360343e-02	6.052043e-04	7	
8.890153e-02	8.700347e-02	7.675655e-02	4.259143e-02	5.827948e-04	8	
1.056337e-01	7.161094e-02	3.070739e-01	1.134571e-01	6.061857e-04	6	
5.487508e-02	4.286068e-02	6.180402e-01	5.040146e-01	6.620339e-04	4	
7.936028e-02	3.076091e-02	8.170215e-01	4.648027e-01	6.159809e-04	4	
1.418484e-01	1.207071e-01	1.842350e-01	1.512911e-01	6.090608e-04	7	
5.573327e-02	2.139949e-02	7.443613e-01	3.154813e-01	7.217604e-04	5	
1.401928e-01	6.067567e-02	6.424109e-01	1.491119e-01	7.163210e-04	6	
6.355478e-02	4.588974e-02	7.001320e-01	6.579011e-01	7.274798e-04	5	
8.794865e-02	1.006412e-02	9.618777e-01	6.324806e-01	7.128247e-04	3	
7.384797e-02	2.805646e-02	7.571361e-01	2.326726e-01	6.864291e-04	3	
4.740001e-02	4.732654e-03	9.242388e-01	1.858155e-01	6.951378e-04	2	
3.332747e-01	7.678311e-02	9.590765e-01	7.458561e-01	6.811969e-04	4	
1.080812e-02	9.268662e-03	3.004222e-01	2.471753e-01	8.121301e-04	7	
3.351965e-01	2.523436e-01	6.588394e-01	5.208136e-01	7.036547e-04	11	
1.625814e-01	1.437661e-01	6.622833e-01	6.556094e-01	6.822373e-04	13	
2.342076e-01	1.578442e-01	8.413194e-01	7.428448e-01	6.503942e-04	12	
1.941414e-01	1.164214e-01	7.367849e-01	5.838024e-01	6.745233e-04	8	
7.169993e-02	7.213420e-02	9.408007e-01	9.548838e-01	6.214571e-04	9	
1.179844e-01	5.798828e-02	8.666404e-01	7.383600e-01	7.001989e-04	9	
1.464817e-01	4.840464e-02	9.080659e-01	7.115316e-01	7.220164e-04	7	
1.600223e-01	5.000463e-02	9.571031e-01	8.562793e-01	7.689372e-04	7	
2.476847e-01	6.546414e-02	9.162883e-01	6.476057e-01	7.658706e-04	7	
2.395839e-01	6.547938e-02	9.874872e-01	9.420564e-01	7.724809e-04	7	
1.042813e-01	5.475311e-02	9.885328e-01	9.742266e-01	7.701292e-04	9	
1.848052e-01	8.312278e-02	9.547265e-01	8.814694e-01	7.848103e-04	8	
1.848052e-01	8.312278e-02	9.547265e-01	8.814694e-01	7.848103e-04	8	
1.858700e-01	1.429752e-01	7.788790e-01	7.056370e-01	7.343183e-04	8	
1.337967e-01	7.880466e-02	8.335927e-01	6.896787e-01	7.262155e-04	6	
2.630872e-01	1.179348e-01	9.468099e-01	8.592634e-01	6.993274e-04	7	
2.398471e-01	7.365220e-02	9.640585e-01	8.832682e-01	6.821952e-04	8	
1.419188e-01	1.104183e-01	8.212858e-01	7.553089e-01	7.231263e-04	12	
2.456019e-01	9.818217e-02	9.619797e-01	8.936402e-01	6.624151e-04	11	
1.810513e-01	1.622595e-01	7.689221e-01	7.306475e-01	6.838289e-04	11	
1.576154e-01	1.488048e-01	6.441556e-01	6.047522e-01	7.182286e-04	10	
2.027079e-01	1.372200e-01	7.840289e-01	6.466422e-01	7.101407e-04	11	
2.469582e-01	9.831091e-02	9.500616e-01	8.613327e-01	7.101896e-04	10	
2.469582e-01	9.831091e-02	9.500616e-01	8.613327e-01	7.101896e-04	10	
1.631157e-01	1.084867e-01	8.774568e-01	8.250093e-01	7.281404e-04	9	
2.327583e-01	9.551201e-02	9.949790e-01	9.837131e-01	6.939466e-04	9	
2.496012e-01	1.051704e-01	8.787228e-01	6.371575e-01	7.248362e-04	7	
2.282147e-01	8.959198e-02	9.472210e-01	8.342004e-01	7.074164e-04	8	
2.282147e-01	8.959198e-02	9.472210e-01	8.342004e-01	7.074164e-04	8	
3.127389e-01	5.785018e-02	9.836742e-01	8.759674e-01	7.279784e-04	10	
8.877858e-02	6.898045e-02	9.260311e-01	9.159549e-01	6.954807e-04	12	
1.433822e-01	7.684986e-02	9.776444e-01	9.609879e-01	6.752262e-04	10	
1.523432e-01	4.381286e-02	9.218650e-01	7.583228e-01	6.691851e-04	8	
1.320082e-01	9.037014e-02	7.113054e-01	5.802011e-01	6.121147e-04	11	
8.249994e-02	7.736884e-02	6.607254e-01	5.874880e-01	6.232283e-04	10	
6.062340e-02	4.335727e-02	6.579771e-01	5.423005e-01	5.907755e-04	10	
8.499495e-02	4.020250e-02	8.628416e-01	6.505617e-01	5.940906e-04	6	
7.635949e-02	4.682615e-02	9.349331e-01	8.928411e-01	5.831301e-04	8	
1.315011e-01	9.610208e-02	7.455033e-01	6.414717e-01	5.649041e-04	8	
1.737976e-01	9.956476e-02	8.702539e-01	7.854232e-01	5.743082e-04	9	
1.285692e-01	9.937210e-02	9.711341e-01	9.581497e-01	5.494419e-04	10	
2.069954e-01	1.282312e-01	9.612219e-01	9.294546e-01	5.623927e-04	9	
1.382205e-01	1.290980e-01	9.181163e-01	8.942040e-01	5.156069e-04	11	
3.467031e-02	1.316414e-02	8.906776e-01	7.237102e-01	5.708306e-04	7	
1.121046e-01	2.377178e-02	9.791453e-01	9.031680e-01	5.787266e-04	6	
1.199863e-02	4.945177e-03	9.830045e-01	9.637988e-01	5.987472e-04	7	
8.422002e-03	4.830054e-03	8.066814e-01	6.334299e-01	5.731963e-04	7	
6.979141e-02	2.988724e-02	6.642928e-01	2.613826e-01	5.948591e-04	4	
7.978395e-03	8.171257e-03	5.528990e-01	6.196366e-01	6.607414e-04	7	
1.057002e-01	8.741208e-02	2.508019e-01	2.367033e-01	6.656238e-04	8	
7.035263e-03	8.751074e-03	4.921442e-01	6.011814e-01	6.599125e-04	12	
2.906250e-02	2.701815e-02	5.799649e-01	5.960916e-01	6.602755e-04	12	
2.906250e-02	2.701815e-02	5.799649e-01	5.960916e-01	6.602755e-04	12	
4.487676e-02	3.336419e-02	5.749089e-01	4.487889e-01	7.688618e-04	10	
4.434504e-02	3.892062e-02	5.056789e-01	3.348357e-01	8.071008e-04	11	
4.434504e-02	3.892062e-02	5.056789e-01	3.348357e-01	8.071008e-04	11	
3.223625e-02	1.987243e-02	6.096062e-01	3.994462e-01	7.879593e-04	10	
6.775392e-02	7.126551e-02	5.065611e-01	5.669913e-01	6.972792e-04	12	
6.627367e-02	8.932967e-02	3.323896e-01	4.975339e-01	7.321783e-04	11	
7.158124e-02	4.197888e-02	7.583796e-01	6.364447e-01	6.475688e-04	11	
5.613751e-02	5.585925e-02	8.693564e-01	8.718530e-01	6.434166e-04	12	
2.675479e-02	2.037790e-02	7.593122e-01	6.380451e-01	6.596446e-04	13	
5.356088e-02	3.420510e-02	9.755654e-01	9.618516e-01	7.076619e-04	12	
3.203224e-02	2.087223e-02	6.727762e-01	4.853330e-01	7.428014e-04	15	
3.203224e-02	2.087223e-02	6.727762e-01	4.853330e-01	7.428014e-04	15	
9.773201e-02	7.107793e-02	2.545482e-01	1.289359e-01	7.384518e-04	17	
2.469267e-02	2.283549e-02	1.609180e-01	1.360195e-01	6.977086e-04	17	
2.469267e-02	2.283549e-02	1.609180e-01	1.360195e-01	6.977086e-04	17	
3.989684e-02	3.550965e-02	3.393250e-01	2.544894e-01	6.857928e-04	16	
1.998221e-02	1.848316e-02	1.204989e-01	1.412144e-01	6.951440e-04	14	
8.073922e-02	8.739726e-02	6.592426e-03	9.361132e-03	8.033090e-04	15	
2.621938e-02	3.006027e-02	2.126672e-01	3.226778e-01	8.008730e-04	16	
3.220305e-02	2.927155e-02	2.185967e-01	2.004930e-01	7.594570e-04	14	
1.542044e-02	1.658527e-02	4.635581e-01	5.092694e-01	7.224983e-04	12	
6.897383e-03	6.343290e-03	3.055041e-01	2.126713e-01	7.981913e-04	14	
2.267214e-02	2.210341e-02	3.262899e-01	3.241335e-01	8.110417e-04	14	
1.168226e-01	9.916622e-02	5.375712e-01	5.003673e-01	7.659788e-04	12	
9.876961e-02	5.998351e-02	9.147601e-01	8.595074e-01	6.995339e-04	13	
5.244468e-02	6.589528e-02	9.394691e-01	9.467347e-01	7.181018e-04	12	
1.333139e-01	8.371637e-02	9.136063e-01	8.669827e-01	7.355648e-04	11	
3.775061e-02	2.262239e-02	9.716345e-01	9.567782e-01	7.579199e-04	9	
7.314494e-02	7.575425e-02	6.383746e-01	6.842327e-01	7.800545e-04	15	
9.677882e-02	6.541748e-02	7.640318e-01	6.620962e-01	7.980193e-04	16	
6.466868e-02	3.325259e-02	9.261185e-01	8.289081e-01	8.225708e-04	16	
1.099744e-01	8.684991e-02	9.668615e-01	9.584150e-01	8.267866e-04	15	
7.886089e-02	4.527246e-02	5.804592e-01	2.580842e-01	1.010988e-03	13	
1.285184e-04	1.564544e-04	4.882882e-01	5.291765e-01	1.045422e-03	13	
6.591091e-03	5.168947e-03	2.818100e-01	1.943324e-01	1.033187e-03	13	
6.591091e-03	5.168947e-03	2.818100e-01	1.943324e-01	1.033187e-03	13	
5.110817e-02	4.944310e-02	2.931643e-01	2.413693e-01	9.847647e-04	13	
2.477914e-02	2.328790e-02	1.295819e-01	4.091359e-02	9.879094e-04	14	
1.444286e-02	1.055575e-02	2.871052e-01	1.349353e-01	1.029132e-03	13	
3.714770e-02	3.673873e-02	3.601407e-01	3.077636e-01	1.097590e-03	11	
3.714770e-02	3.673873e-02	3.601407e-01	3.077636e-01	1.097590e-03	11	
3.714770e-02	3.673873e-02	3.601407e-01	3.077636e-01	1.097590e-03	11	
1.320680e-01	9.719756e-02	3.939752e-01	2.820016e-01	1.061620e-03	11	
1.566248e-02	1.203065e-02	3.252508e-01	2.544618e-01	1.029252e-03	13	
2.396632e-02	2.045638e-02	4.595191e-01	4.331490e-01	9.563904e-04	13	
2.396632e-02	2.045638e-02	4.595191e-01	4.331490e-01	9.563904e-04	13	
2.396632e-02	2.045638e-02	4.595191e-01	4.331490e-01	9.563904e-04	13	
9.113095e-02	7.617899e-02	1.798302e-01	8.641145e-02	1.019518e-03	11	
4.315259e-02	3.510830e-02	2.037996e-01	1.663531e-01	9.855167e-04	10	
6.974429e-02	4.946659e-02	3.676543e-01	1.175286e-01	1.007163e-03	9	
6.197559e-02	4.427527e-02	3.013695e-01	1.097596e-01	9.675197e-04	8	
1.436362e-02	1.446298e-02	9.395067e-02	1.380639e-02	9.666839e-04	10	
7.247530e-02	5.772351e-02	1.400443e-01	4.165550e-02	1.037269e-03	10	
9.477818e-03	7.013801e-03	4.087404e-01	3.274614e-01	1.042189e-03	11	
6.441038e-03	6.517586e-03	7.526318e-03	7.790183e-03	1.015711e-03	15	
4.215305e-02	3.806591e-02	6.271216e-02	5.656878e-02	1.021653e-03	15	
4.215305e-02	3.806591e-02	6.271216e-02	5.656878e-02	1.021653e-03	15	
6.457465e-02	6.448954e-02	2.159007e-01	1.920901e-01	1.039694e-03	14	
5.393790e-02	5.098919e-02	2.606002e-01	1.121710e-01	1.072585e-03	16	
3.372076e-02	2.933485e-02	4.002502e-01	3.754708e-01	1.015568e-03	13	
3.372076e-02	2.933485e-02	4.002502e-01	3.754708e-01	1.015568e-03	13	
7.329751e-02	8.044368e-02	3.775792e-01	4.723278e-01	1.058378e-03	15	
5.789202e-02	3.216891e-02	7.908608e-01	6.325128e-01	1.017338e-03	13	
5.789202e-02	3.216891e-02	7.908608e-01	6.325128e-01	1.017338e-03	13	
5.789202e-02	3.216891e-02	7.908608e-01	6.325128e-01	1.017338e-03	13	
1.654770e-02	1.428564e-02	6.203514e-01	5.077364e-01	9.700183e-04	12	
8.246803e-03	6.705278e-03	8.417734e-01	7.746295e-01	9.690044e-04	11	
8.010093e-02	4.278439e-02	7.930731e-01	6.139708e-01	1.043652e-03	11	
4.597444e-02	2.012628e-02	9.909302e-01	9.767973e-01	1.001047e-03	13	
3.283283e-02	3.597070e-02	1.810336e-01	1.118880e-01	7.969591e-04	11	
5.820246e-02	5.395591e-02	1.710593e-01	1.769342e-01	7.747347e-04	11	
5.820246e-02	5.395591e-02	1.710593e-01	1.769342e-01	7.747347e-04	11	
4.660435e-02	4.263040e-02	1.858536e-01	1.450459e-01	7.514592e-04	12	
4.963531e-02	4.809231e-02	2.184806e-01	1.830180e-01	7.390125e-04	13	
3.837886e-02	3.698062e-02	1.678736e-01	1.781676e-01	8.169202e-04	10	
4.945249e-03	4.347212e-03	2.041780e-01	1.462224e-01	8.939064e-04	9	
4.945249e-03	4.347212e-03	2.041780e-01	1.462224e-01	8.939064e-04	9	
4.945249e-03	4.347212e-03	2.041780e-01	1.462224e-01	8.939064e-04	9	
3.621109e-03	3.527127e-03	1.212241e-01	1.622243e-01	9.269966e-04	10	
2.074785e-02	2.112369e-02	2.319924e-01	9.534564e-02	9.229867e-04	9	
5.980897e-02	5.242693e-02	4.028022e-01	2.593729e-01	9.242441e-04	7	
7.710486e-02	5.853908e-02	3.040924e-01	1.262130e-01	8.965830e-04	6	
2.357491e-02	1.806725e-02	1.507882e-01	3.579820e-02	8.878899e-04	6	
2.348648e-02	2.327294e-02	2.659507e-01	2.830297e-01	8.196080e-04	9	
1.872111e-02	1.869871e-02	4.477170e-01	3.584987e-01	8.651332e-04	10	
2.471534e-02	2.591154e-02	3.445633e-01	3.741423e-01	8.122389e-04	9	
4.446464e-02	3.524752e-02	5.038935e-01	4.222839e-01	7.484399e-04	9	
1.095383e-02	8.245821e-03	6.054156e-01	5.403196e-01	7.248896e-04	10	
4.326392e-03	4.951985e-03	5.069339e-01	5.892714e-01	7.584809e-04	11	
1.467039e-03	1.595295e-03	7.196770e-01	7.251017e-01	7.918114e-04	10	
3.477841e-02	9.358937e-03	9.490995e-01	7.773201e-01	8.015449e-04	9	
3.477841e-02	9.358937e-03	9.490995e-01	7.773201e-01	8.015449e-04	9	
1.291182e-02	8.781306e-03	8.513150e-01	7.726081e-01	7.886776e-04	10	
7.460553e-02	4.828272e-02	7.359840e-01	6.469451e-01	7.554265e-04	11	
3.966331e-02	4.018010e-02	1.914013e-01	3.213400e-01	7.595513e-04	11	
1.165984e-01	1.019772e-01	2.884863e-01	1.488999e-01	7.653570e-04	9	
3.693400e-02	3.245790e-02	2.642430e-01	1.306576e-01	7.469770e-04	9	
7.917355e-02	4.882314e-02	4.299753e-01	1.596516e-01	6.988537e-04	9	
6.513889e-02	4.353947e-02	4.602067e-01	2.070750e-01	7.059421e-04	9	
4.560207e-02	3.486627e-02	4.851094e-01	2.573381e-01	7.035354e-04	11	
7.100295e-02	6.792881e-02	2.502475e-01	1.957992e-01	6.796300e-04	14	
4.507823e-02	4.788235e-02	1.256345e-01	1.092742e-01	7.088692e-04	13	
1.748615e-02	1.746694e-02	5.371735e-02	5.957287e-02	6.792616e-04	14	
6.610652e-03	6.869187e-03	7.047160e-02	2.280317e-02	6.683977e-04	13	
1.124918e-01	1.051913e-01	1.698331e-01	1.342710e-01	6.314345e-04	13	
2.456445e-02	2.495870e-02	2.841054e-01	2.696274e-01	6.280682e-04	12	
2.381650e-03	3.017865e-03	1.529579e-01	1.847702e-01	6.277340e-04	11	
2.381650e-03	3.017865e-03	1.529579e-01	1.847702e-01	6.277340e-04	11	
1.580624e-02	1.517436e-02	8.678001e-02	3.363829e-02	6.323611e-04	11	
1.829081e-02	2.043377e-02	9.965184e-02	1.571029e-01	6.500036e-04	10	
9.572613e-02	8.191141e-02	2.314363e-01	6.495763e-02	6.104472e-04	12	
2.300363e-04	2.256140e-04	1.161260e-01	1.678545e-01	6.069802e-04	13	
2.300363e-04	2.256140e-04	1.161260e-01	1.678545e-01	6.069802e-04	13	
3.029294e-03	3.334790e-03	1.723631e-01	2.839268e-01	6.100208e-04	13	
5.360853e-02	5.586191e-02	5.351063e-02	2.424202e-02	5.947496e-04	14	
2.500346e-02	2.245427e-02	3.184019e-01	3.264914e-01	6.093895e-04	12	
2.899804e-02	2.646732e-02	2.587550e-01	1.751617e-01	6.285458e-04	11	
2.899804e-02	2.646732e-02	2.587550e-01	1.751617e-01	6.285458e-04	11	
2.899804e-02	2.646732e-02	2.587550e-01	1.751617e-01	6.285458e-04	11	
1.715679e-02	1.441858e-02	4.032363e-01	2.812976e-01	6.244570e-04	12	
3.104345e-02	2.585479e-02	3.184710e-01	1.336092e-01	6.668499e-04	10	
2.593511e-02	1.841090e-02	4.228242e-01	1.970572e-01	6.736955e-04	10	
3.543611e-02	3.966414e-02	3.068571e-01	4.177771e-01	6.594019e-04	11	
5.624533e-02	4.350895e-02	3.582632e-01	1.959223e-01	6.646688e-04	11	
3.734437e-02	2.867104e-02	4.455321e-01	2.427982e-01	6.641590e-04	11	
1.625089e-02	1.440390e-02	2.568819e-01	2.292473e-01	7.114151e-04	11	
5.516758e-02	4.810675e-02	1.747820e-01	8.091020e-02	7.437769e-04	9	
6.672670e-02	6.382335e-02	3.603145e-01	2.044216e-01	7.539365e-04	11	
1.248309e-01	1.120236e-01	3.436070e-01	2.811213e-01	7.989186e-04	12	
8.749785e-02	9.740310e-02	4.418574e-01	5.477635e-01	7.907173e-04	14	
6.959972e-03	6.333912e-03	2.755931e-01	2.095488e-01	7.582627e-04	15	
1.481362e-01	1.543388e-01	1.755790e-01	2.227124e-01	7.628187e-04	14	
1.575925e-02	1.828940e-02	3.734560e-01	4.102330e-01	7.759481e-04	16	
2.776000e-02	2.962572e-02	7.424667e-01	8.044242e-01	7.356878e-04	14	
7.767790e-02	9.265689e-02	4.417671e-01	5.492134e-01	7.181628e-04	13	
7.767790e-02	9.265689e-02	4.417671e-01	5.492134e-01	7.181628e-04	13	
3.689446e-02	3.042544e-02	2.911894e-01	1.605415e-01	8.418123e-04	10	
3.689446e-02	3.042544e-02	2.911894e-01	1.605415e-01	8.418123e-04	10	
3.582891e-02	2.899318e-02	4.854031e-01	3.391188e-01	8.500631e-04	11	
8.973537e-02	8.125316e-02	6.490511e-01	5.990825e-01	8.690350e-04	12	
1.657784e-01	1.316483e-01	7.957126e-01	6.713856e-01	8.785721e-04	11	
2.300059e-02	1.806998e-02	5.968943e-01	4.431243e-01	9.809432e-04	10	
7.951934e-02	2.265463e-02	9.605059e-01	8.438170e-01	9.605025e-04	9	
1.129115e-01	8.211077e-02	7.788911e-01	6.760284e-01	8.643753e-04	10	
9.474929e-02	6.096680e-02	9.380427e-01	9.001482e-01	8.030543e-04	10	
1.793082e-01	5.970901e-02	9.846412e-01	9.537984e-01	8.300804e-04	10	
1.402005e-01	6.698559e-02	9.029625e-01	7.658727e-01	8.654864e-04	9	
7.360704e-02	2.759251e-02	8.596451e-01	6.229644e-01	9.141079e-04	5	
3.429695e-01	6.071065e-02	9.675391e-01	6.967447e-01	9.301424e-04	5	
3.213147e-01	1.193617e-01	9.464178e-01	7.925616e-01	9.550092e-04	4	
1.939447e-01	3.882009e-02	9.612012e-01	7.562407e-01	9.841119e-04	6	
3.138802e-01	1.541468e-01	8.929435e-01	6.922487e-01	9.763959e-04	6	
2.378431e-01	1.539195e-01	6.290194e-01	3.888556e-01	1.058841e-03	9	
2.906270e-01	1.510414e-01	8.095104e-01	5.656995e-01	1.038143e-03	8	
2.715804e-01	9.037832e-02	9.898254e-01	9.611529e-01	1.033910e-03	10	
1.224653e-01	5.433728e-02	7.920754e-01	4.986413e-01	1.012539e-03	10	
2.553556e-01	1.030913e-01	8.998244e-01	7.447281e-01	1.035472e-03	11	
3.612344e-01	1.876347e-01	9.217571e-01	8.024100e-01	1.046338e-03	12	
3.696887e-01	1.871209e-01	9.172820e-01	8.248682e-01	1.051424e-03	13	
1.591104e-01	1.130024e-01	7.713154e-01	6.450812e-01	1.052733e-03	12	
1.980845e-01	1.288812e-01	9.162686e-01	8.665193e-01	1.009203e-03	15	
1.323818e-01	8.621551e-02	8.655901e-01	7.684026e-01	1.018917e-03	15	
1.997351e-01	1.462209e-01	9.854042e-01	9.762008e-01	1.037694e-03	16	
1.118558e-01	5.685279e-02	9.636062e-01	9.265691e-01	1.081876e-03	15	
1.965744e-01	1.170980e-01	8.942731e-01	8.171360e-01	1.155201e-03	16	
2.452178e-01	1.635189e-01	7.914074e-01	6.110382e-01	1.078950e-03	18	
2.283903e-01	1.997381e-01	9.408542e-01	9.312564e-01	1.198986e-03	21	
1.745090e-01	1.459815e-01	9.248888e-01	9.132211e-01	1.152073e-03	21	
3.033099e-01	1.367009e-01	9.185580e-01	7.587402e-01	1.138990e-03	21	
2.345057e-01	1.810200e-01	8.623603e-01	7.906185e-01	1.124313e-03	21	
1.716700e-01	1.823122e-01	6.681510e-01	7.011960e-01	1.148351e-03	21	
1.669882e-01	1.325095e-01	9.144038e-01	8.714039e-01	1.126163e-03	20	
2.852042e-01	9.962966e-02	9.830020e-01	9.278340e-01	1.228080e-03	13	
3.714067e-01	1.732438e-01	8.858706e-01	6.631353e-01	1.278117e-03	14	
2.220763e-01	9.750933e-02	9.217076e-01	8.142253e-01	1.197751e-03	16	
2.204773e-01	2.021930e-01	6.486713e-01	6.286946e-01	1.107699e-03	19	
2.001915e-01	2.130341e-01	6.911069e-01	7.064168e-01	1.153220e-03	17	
2.985864e-01	1.830546e-01	8.448492e-01	7.084709e-01	1.259173e-03	16	
2.948328e-01	1.657550e-01	9.155830e-01	8.237884e-01	1.280113e-03	17	
1.625015e-01	1.440569e-01	8.543562e-01	8.222252e-01	1.315643e-03	15	
2.928473e-01	1.599443e-01	8.110041e-01	5.956871e-01	1.469659e-03	17	
2.229791e-01	1.560532e-01	8.719388e-01	8.044912e-01	1.487582e-03	17	
2.454514e-01	1.042902e-01	9.907478e-01	9.756694e-01	1.461224e-03	16	
3.181797e-01	2.169332e-01	8.551225e-01	7.423494e-01	1.347806e-03	18	
2.184990e-01	1.580439e-01	9.007184e-01	8.375122e-01	1.369069e-03	17	
3.399140e-01	2.434943e-01	7.331856e-01	6.013339e-01	1.444928e-03	17	
2.949890e-01	1.688459e-01	8.463150e-01	7.127055e-01	1.422380e-03	18	
3.051869e-01	1.324042e-01	9.541711e-01	8.658596e-01	1.428704e-03	16	
3.065209e-01	1.660713e-01	8.535424e-01	6.930313e-01	1.429007e-03	15	
4.308950e-01	2.224508e-01	9.231031e-01	7.945665e-01	1.462700e-03	15	
1.985583e-01	1.708459e-01	9.795948e-01	9.797854e-01	1.412978e-03	17	
2.044836e-01	1.048268e-01	9.347253e-01	8.206991e-01	1.444782e-03	19	
2.044836e-01	1.048268e-01	9.347253e-01	8.206991e-01	1.444782e-03	19	
3.832628e-01	2.078076e-01	9.979579e-01	9.950021e-01	1.415708e-03	18	
2.724906e-01	1.656395e-01	9.311668e-01	8.948130e-01	1.400268e-03	18	
2.724906e-01	1.656395e-01	9.311668e-01	8.948130e-01	1.400268e-03	18	
3.938310e-01	2.073788e-01	8.865029e-01	7.002946e-01	1.322818e-03	18	
2.596369e-01	1.960456e-01	9.520216e-01	9.337716e-01	1.236159e-03	20	
2.343474e-01	1.682113e-01	8.799203e-01	8.167858e-01	1.255943e-03	19	
1.547237e-01	1.338364e-01	9.617198e-01	9.594536e-01	1.186755e-03	19	
3.964463e-01	2.226600e-01	8.584635e-01	7.315996e-01	1.226012e-03	18	
2.710792e-01	2.280511e-01	8.151726e-01	7.378797e-01	1.317824e-03	20	
2.533522e-01	2.226723e-01	8.661039e-01	8.727890e-01	1.248832e-03	21	
3.372095e-01	2.708803e-01	7.908389e-01	7.106510e-01	1.208786e-03	20	
2.864312e-01	2.502787e-01	5.769270e-01	5.173374e-01	1.259391e-03	19	
2.262850e-01	1.830553e-01	6.922744e-01	6.361266e-01	1.160036e-03	17	
1.269907e-01	9.859553e-02	7.281785e-01	6.633733e-01	1.120954e-03	17	
1.141589e-01	1.033392e-01	8.066406e-01	7.748627e-01	1.082553e-03	19	
1.141589e-01	1.033392e-01	8.066406e-01	7.748627e-01	1.082553e-03	19	
1.528519e-01	1.208692e-01	9.452953e-01	9.220639e-01	1.134057e-03	21	
1.031093e-01	9.318383e-02	9.317925e-01	9.269744e-01	1.171441e-03	22	
1.090808e-01	1.016417e-01	9.519742e-01	9.388005e-01	1.156408e-03	23	
1.182363e-01	1.273770e-01	8.452430e-01	8.686106e-01	1.175886e-03	21	
1.182363e-01	1.273770e-01	8.452430e-01	8.686106e-01	1.175886e-03	21	
2.967175e-01	1.634357e-01	7.853633e-01	4.906190e-01	1.263345e-03	18	
2.157234e-01	1.379168e-01	9.948231e-01	9.889919e-01	1.310355e-03	17	
2.880929e-01	1.342312e-01	9.576400e-01	8.889525e-01	1.356284e-03	16	
1.589331e-01	1.003674e-01	9.488975e-01	9.080725e-01	1.315177e-03	17	
3.648029e-01	1.623858e-01	9.885090e-01	9.712901e-01	1.165608e-03	16	
2.704003e-01	1.843749e-01	8.855360e-01	8.134609e-01	1.156800e-03	18	
2.704003e-01	1.843749e-01	8.855360e-01	8.134609e-01	1.156800e-03	18	
2.242038e-01	1.437384e-01	8.287828e-01	7.188407e-01	1.093975e-03	17	
1.772839e-01	1.447049e-01	9.876163e-01	9.839036e-01	1.264085e-03	14	
2.499492e-01	1.601541e-01	8.338151e-01	6.589698e-01	1.284962e-03	14	
3.669369e-01	1.962442e-01	8.580784e-01	7.307055e-01	1.244783e-03	15	
3.495539e-01	1.794318e-01	8.642062e-01	6.901428e-01	1.217625e-03	17	
